No.,Time,Source,Destination,Protocol,Length,Info
1398,56.066924,192.168.1.10,192.168.1.1,TCP,54,54513  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1399,56.066968,192.168.1.10,192.168.1.1,TCP,54,64692  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1400,56.067311,192.168.1.10,192.168.1.1,TCP,56,"64692  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1401]"
1401,56.067377,192.168.1.10,192.168.1.1,DNS,90,Standard query 0xfc1b HTTPS csp.withgoogle.com
1402,56.067609,192.168.1.10,192.168.1.1,TCP,56,"54513  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1403]"
1403,56.067647,192.168.1.10,192.168.1.1,DNS,90,Standard query 0x9cca A csp.withgoogle.com
1404,56.068284,192.168.1.10,192.168.1.1,TCP,66,51718  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
1405,56.068526,192.168.1.10,192.168.1.1,TCP,66,54281  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
1406,56.070525,192.168.1.10,192.168.1.1,TCP,66,59786  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
1407,56.07077,192.168.1.10,192.168.1.1,TCP,66,59792  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
1408,56.071069,192.168.1.1,192.168.1.10,TCP,54,53  >  64692 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1409,56.071069,192.168.1.1,192.168.1.10,TCP,54,53  >  64692 [ACK] Seq=1 Ack=39 Win=29216 Len=0
1410,56.071069,192.168.1.1,192.168.1.10,TCP,54,53  >  54513 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1411,56.071385,192.168.1.1,192.168.1.10,TCP,54,53  >  54513 [ACK] Seq=1 Ack=39 Win=29216 Len=0
1412,56.071385,192.168.1.1,192.168.1.10,TCP,66,"53  >  51718 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
1413,56.071385,192.168.1.1,192.168.1.10,TCP,66,"53  >  54281 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
1414,56.071582,192.168.1.10,192.168.1.1,TCP,54,51718  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1415,56.071617,192.168.1.10,192.168.1.1,TCP,54,54281  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1416,56.07227,192.168.1.10,192.168.1.1,TCP,56,"54281  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1417]"
1417,56.072319,192.168.1.10,192.168.1.1,DNS,87,Standard query 0xb5a7 HTTPS www.gstatic.com
1418,56.072427,192.168.1.10,192.168.1.1,TCP,56,"51718  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1419]"
1419,56.072466,192.168.1.10,192.168.1.1,DNS,87,Standard query 0x8e3b A www.gstatic.com
1420,56.077812,192.168.1.1,192.168.1.10,TCP,66,"53  >  59786 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
1421,56.077812,192.168.1.1,192.168.1.10,TCP,66,"53  >  59792 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
1422,56.077812,192.168.1.1,192.168.1.10,TCP,54,53  >  54281 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1423,56.077812,192.168.1.1,192.168.1.10,TCP,54,53  >  54281 [ACK] Seq=1 Ack=36 Win=29216 Len=0
1424,56.077812,192.168.1.1,192.168.1.10,TCP,54,53  >  51718 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1425,56.077812,192.168.1.1,192.168.1.10,TCP,54,53  >  51718 [ACK] Seq=1 Ack=36 Win=29216 Len=0
1426,56.077988,192.168.1.10,192.168.1.1,TCP,54,59786  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1427,56.078012,192.168.1.10,192.168.1.1,TCP,54,59792  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1428,56.078315,192.168.1.10,192.168.1.1,TCP,56,"59792  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1429]"
1429,56.078382,192.168.1.10,192.168.1.1,DNS,87,Standard query 0x87ee HTTPS ssl.gstatic.com
1430,56.078537,192.168.1.10,192.168.1.1,TCP,56,"59786  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1431]"
1431,56.078573,192.168.1.10,192.168.1.1,DNS,87,Standard query 0xfa5f A ssl.gstatic.com
1432,56.082649,192.168.1.1,192.168.1.10,TCP,54,53  >  59792 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1433,56.082649,192.168.1.1,192.168.1.10,TCP,54,53  >  59792 [ACK] Seq=1 Ack=36 Win=29216 Len=0
1434,56.082649,192.168.1.1,192.168.1.10,TCP,54,53  >  59786 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1435,56.082649,192.168.1.1,192.168.1.10,TCP,54,53  >  59786 [ACK] Seq=1 Ack=36 Win=29216 Len=0
1436,56.082649,172.217.27.174,192.168.1.10,QUIC,69,Protected Payload (KP0)
1437,56.083285,172.217.27.174,192.168.1.10,QUIC,67,Protected Payload (KP0)
1438,56.101604,192.168.1.1,192.168.1.10,TCP,55,"53  >  64692 [PSH, ACK] Seq=1 Ack=39 Win=29216 Len=1 [TCP PDU reassembled in 1444]"
1439,56.10566,192.168.1.1,192.168.1.10,TCP,55,"53  >  51718 [PSH, ACK] Seq=1 Ack=36 Win=29216 Len=1 [TCP PDU reassembled in 1445]"
1440,56.123344,142.251.43.100,192.168.1.10,QUIC,68,Protected Payload (KP0)
1441,56.123344,192.168.1.1,192.168.1.10,TCP,55,"53  >  59786 [PSH, ACK] Seq=1 Ack=36 Win=29216 Len=1 [TCP PDU reassembled in 1453]"
1442,56.150624,192.168.1.10,192.168.1.1,TCP,54,64692  >  53 [ACK] Seq=39 Ack=2 Win=65280 Len=0
1443,56.150679,192.168.1.10,192.168.1.1,TCP,54,51718  >  53 [ACK] Seq=36 Ack=2 Win=65280 Len=0
1444,56.154012,192.168.1.1,192.168.1.10,DNS,148,Standard query response 0xfc1b HTTPS csp.withgoogle.com SOA ns1.google.com
1445,56.154012,192.168.1.1,192.168.1.10,DNS,104,Standard query response 0x8e3b A www.gstatic.com A 142.250.194.3
1446,56.154428,192.168.1.10,192.168.1.1,TCP,54,"51718  >  53 [FIN, ACK] Seq=36 Ack=52 Win=65280 Len=0"
1447,56.154554,192.168.1.10,192.168.1.1,TCP,54,"64692  >  53 [FIN, ACK] Seq=39 Ack=96 Win=65280 Len=0"
1448,56.157077,192.168.1.1,192.168.1.10,TCP,54,"53  >  51718 [FIN, ACK] Seq=52 Ack=37 Win=29216 Len=0"
1449,56.157139,192.168.1.10,192.168.1.1,TCP,54,51718  >  53 [ACK] Seq=37 Ack=53 Win=65280 Len=0
1450,56.158136,192.168.1.1,192.168.1.10,TCP,54,"53  >  64692 [FIN, ACK] Seq=96 Ack=40 Win=29216 Len=0"
1451,56.158191,192.168.1.10,192.168.1.1,TCP,54,64692  >  53 [ACK] Seq=40 Ack=97 Win=65280 Len=0
1452,56.166206,192.168.1.10,192.168.1.1,TCP,54,59786  >  53 [ACK] Seq=36 Ack=2 Win=65280 Len=0
1453,56.168965,192.168.1.1,192.168.1.10,DNS,104,Standard query response 0xfa5f A ssl.gstatic.com A 142.250.193.3
1454,56.16944,192.168.1.10,192.168.1.1,TCP,54,"59786  >  53 [FIN, ACK] Seq=36 Ack=52 Win=65280 Len=0"
1455,56.172173,192.168.1.1,192.168.1.10,TCP,54,"53  >  59786 [FIN, ACK] Seq=52 Ack=37 Win=29216 Len=0"
1456,56.17226,192.168.1.10,192.168.1.1,TCP,54,59786  >  53 [ACK] Seq=37 Ack=53 Win=65280 Len=0
1457,56.182394,192.168.1.10,192.168.1.1,TCP,54,"54281  >  53 [FIN, ACK] Seq=36 Ack=1 Win=65280 Len=0"
1458,56.183615,192.168.1.10,142.250.194.3,QUIC,1292,"Initial, DCID=36b98f56d4abf5df, PKN: 1, PADDING, CRYPTO, PING, PADDING, CRYPTO, PING, PING, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO"
1459,56.183651,192.168.1.10,142.250.194.3,QUIC,1292,"Initial, DCID=36b98f56d4abf5df, PKN: 2, PING, PADDING, PING, PADDING, PING, CRYPTO, PING, PADDING, PING, PING, PING, PING, PING, CRYPTO, PADDING, PING, PADDING, CRYPTO"
1460,56.183795,192.168.1.10,142.250.194.3,QUIC,124,"0-RTT, DCID=36b98f56d4abf5df"
1461,56.198444,192.168.1.10,192.168.1.1,TCP,54,"59792  >  53 [FIN, ACK] Seq=36 Ack=1 Win=65280 Len=0"
1462,56.200123,192.168.1.10,142.250.193.3,TCP,66,65302  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
1463,56.222825,192.168.1.1,192.168.1.10,TCP,54,53  >  54281 [ACK] Seq=1 Ack=37 Win=29216 Len=0
1464,56.223432,142.250.194.3,192.168.1.10,QUIC,82,"Initial, SCID=f6b98f56d4abf5df, PKN: 1, ACK"
1465,56.223432,142.250.194.3,192.168.1.10,QUIC,1292,"Initial, SCID=f6b98f56d4abf5df, PKN: 2, ACK, PADDING"
1466,56.232955,192.168.1.1,192.168.1.10,TCP,54,53  >  59792 [ACK] Seq=1 Ack=37 Win=29216 Len=0
1467,56.243357,142.250.193.3,192.168.1.10,TCP,66,"443  >  65302 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
1468,56.243585,192.168.1.10,142.250.193.3,TCP,54,65302  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1469,56.244324,192.168.1.10,142.250.193.3,TCP,1466,65302  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1412 [TCP PDU reassembled in 1470]
1470,56.244324,192.168.1.10,142.250.193.3,TLSv1.3,886,Client Hello (SNI=ssl.gstatic.com)
1471,56.271844,192.168.1.10,142.250.194.3,QUIC,1292,"Initial, DCID=f6b98f56d4abf5df, PKN: 5, PADDING, PING, PADDING"
1472,56.288659,142.250.194.3,192.168.1.10,QUIC,1292,"Initial, SCID=f6b98f56d4abf5df, PKN: 3, CRYPTO, PADDING"
1473,56.288659,142.250.194.3,192.168.1.10,QUIC,423,Protected Payload (KP0)
1474,56.288659,142.250.194.3,192.168.1.10,QUIC,911,Protected Payload (KP0)
1475,56.288659,142.250.194.3,192.168.1.10,QUIC,141,Protected Payload (KP0)
1476,56.288659,142.250.194.3,192.168.1.10,QUIC,66,Protected Payload (KP0)
1477,56.288876,142.250.193.3,192.168.1.10,TCP,54,443  >  65302 [ACK] Seq=1 Ack=1413 Win=268288 Len=0
1478,56.288876,142.250.193.3,192.168.1.10,TCP,54,443  >  65302 [ACK] Seq=1 Ack=2245 Win=267520 Len=0
1479,56.289877,192.168.1.10,142.250.194.3,QUIC,120,"Handshake, DCID=f6b98f56d4abf5df"
1480,56.290026,192.168.1.10,142.250.194.3,QUIC,73,"Protected Payload (KP0), DCID=f6b98f56d4abf5df"
1481,56.311709,142.250.194.3,192.168.1.10,QUIC,1292,"Initial, SCID=f6b98f56d4abf5df, PKN: 9, ACK, CRYPTO, PADDING"
1482,56.321259,192.168.1.10,142.250.194.3,QUIC,74,"Protected Payload (KP0), DCID=f6b98f56d4abf5df"
1483,56.328186,142.250.194.3,192.168.1.10,QUIC,162,Protected Payload (KP0)
1484,56.328776,192.168.1.10,142.250.194.3,QUIC,75,"Protected Payload (KP0), DCID=f6b98f56d4abf5df"
1485,56.328919,192.168.1.10,142.251.43.100,QUIC,71,"Protected Payload (KP0), DCID=f49d3ff3cd611b35"
1486,56.362738,142.250.193.3,192.168.1.10,TLSv1.3,1466,"Server Hello, Change Cipher Spec"
1487,56.362738,142.250.193.3,192.168.1.10,TLSv1.3,106,Application Data
1488,56.36288,192.168.1.10,142.250.193.3,TCP,54,65302  >  443 [ACK] Seq=2245 Ack=1465 Win=65280 Len=0
1489,56.363754,192.168.1.10,142.250.193.3,TLSv1.3,128,"Change Cipher Spec, Application Data"
1490,56.383825,142.251.43.100,192.168.1.10,QUIC,68,Protected Payload (KP0)
1491,56.406158,142.250.193.3,192.168.1.10,TCP,54,443  >  65302 [ACK] Seq=1465 Ack=2319 Win=267520 Len=0
1492,56.406158,142.250.193.3,192.168.1.10,TCP,54,[TCP Dup ACK 1491#1] 443  >  65302 [ACK] Seq=1465 Ack=2319 Win=267520 Len=0
1493,56.412683,142.250.193.3,192.168.1.10,TLSv1.3,1014,"Application Data, Application Data"
1494,56.466611,192.168.1.10,142.250.193.3,TCP,54,65302  >  443 [ACK] Seq=2319 Ack=2425 Win=64512 Len=0
1495,56.551751,192.168.1.10,192.168.1.1,TCP,66,52520  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
1496,56.551882,192.168.1.10,192.168.1.1,TCP,66,61878  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
1497,56.553985,192.168.1.1,192.168.1.10,TCP,66,"53  >  52520 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
1498,56.553985,192.168.1.1,192.168.1.10,TCP,66,"53  >  61878 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
1499,56.554197,192.168.1.10,192.168.1.1,TCP,54,52520  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1500,56.554238,192.168.1.10,192.168.1.1,TCP,54,61878  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1501,56.554738,192.168.1.10,192.168.1.1,TCP,56,"61878  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1502]"
1502,56.554762,192.168.1.10,192.168.1.1,DNS,87,Standard query 0xd9f9 HTTPS play.google.com
1503,56.554802,192.168.1.10,192.168.1.1,TCP,56,"52520  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1504]"
1504,56.554814,192.168.1.10,192.168.1.1,DNS,87,Standard query 0x2788 A play.google.com
1505,56.556807,192.168.1.1,192.168.1.10,TCP,54,53  >  61878 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1506,56.556807,192.168.1.1,192.168.1.10,TCP,54,53  >  61878 [ACK] Seq=1 Ack=36 Win=29216 Len=0
1507,56.556807,192.168.1.1,192.168.1.10,TCP,54,53  >  52520 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1508,56.556807,192.168.1.1,192.168.1.10,TCP,54,53  >  52520 [ACK] Seq=1 Ack=36 Win=29216 Len=0
1509,56.578886,192.168.1.1,192.168.1.10,TCP,55,"53  >  52520 [PSH, ACK] Seq=1 Ack=36 Win=29216 Len=1 [TCP PDU reassembled in 1513]"
1510,56.59517,192.168.1.10,142.251.43.100,QUIC,71,"Protected Payload (KP0), DCID=f49d3ff3cd611b35"
1511,56.611204,192.168.1.10,3.233.158.26,TCP,55,[TCP Keep-Alive] 59404  >  443 [ACK] Seq=6799 Ack=4503 Win=64512 Len=1 [TCP PDU reassembled in 77]
1512,56.627866,192.168.1.10,192.168.1.1,TCP,54,52520  >  53 [ACK] Seq=36 Ack=2 Win=65280 Len=0
1513,56.629411,192.168.1.1,192.168.1.10,DNS,104,Standard query response 0x2788 A play.google.com A 142.251.223.110
1514,56.629601,192.168.1.10,192.168.1.1,TCP,54,"52520  >  53 [FIN, ACK] Seq=36 Ack=52 Win=65280 Len=0"
1515,56.63095,192.168.1.1,192.168.1.10,TCP,54,"53  >  52520 [FIN, ACK] Seq=52 Ack=37 Win=29216 Len=0"
1516,56.630993,192.168.1.10,192.168.1.1,TCP,54,52520  >  53 [ACK] Seq=37 Ack=53 Win=65280 Len=0
1517,56.649212,142.251.43.100,192.168.1.10,QUIC,68,Protected Payload (KP0)
1518,56.649767,192.168.1.10,192.168.1.1,TCP,54,"61878  >  53 [FIN, ACK] Seq=36 Ack=1 Win=65280 Len=0"
1519,56.651368,192.168.1.10,142.251.223.110,QUIC,1292,"Initial, DCID=9108fb43b71e2053, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, PING, PADDING, PING, CRYPTO"
1520,56.651434,192.168.1.10,142.251.223.110,QUIC,1292,"Initial, DCID=9108fb43b71e2053, PKN: 2, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, PING, CRYPTO, PING, PING, PING, CRYPTO, PING, PING"
1521,56.651683,192.168.1.10,142.251.223.110,QUIC,124,"0-RTT, DCID=9108fb43b71e2053"
1522,56.693212,142.251.223.110,192.168.1.10,QUIC,82,"Initial, SCID=f108fb43b71e2053, PKN: 1, ACK"
1523,56.693212,142.251.223.110,192.168.1.10,QUIC,1292,"Initial, SCID=f108fb43b71e2053, PKN: 2, ACK, PADDING"
1524,56.693212,192.168.1.1,192.168.1.10,TCP,54,53  >  61878 [ACK] Seq=1 Ack=37 Win=29216 Len=0
1525,56.741112,192.168.1.10,142.251.223.110,QUIC,1292,"Initial, DCID=f108fb43b71e2053, PKN: 5, PADDING, PING, PADDING"
1526,56.756592,142.251.223.110,192.168.1.10,QUIC,1292,"Initial, SCID=f108fb43b71e2053, PKN: 3, CRYPTO, PADDING"
1527,56.756592,142.251.223.110,192.168.1.10,QUIC,465,Protected Payload (KP0)
1528,56.756592,142.251.223.110,192.168.1.10,QUIC,672,Protected Payload (KP0)
1529,56.756592,142.251.223.110,192.168.1.10,QUIC,67,Protected Payload (KP0)
1530,56.757681,192.168.1.10,142.251.223.110,QUIC,120,"Handshake, DCID=f108fb43b71e2053"
1531,56.757823,192.168.1.10,142.251.223.110,QUIC,73,"Protected Payload (KP0), DCID=f108fb43b71e2053"
1532,56.758194,192.168.1.10,142.251.223.110,QUIC,1288,"Protected Payload (KP0), DCID=f108fb43b71e2053"
1533,56.758233,192.168.1.10,142.251.223.110,QUIC,1292,"Protected Payload (KP0), DCID=f108fb43b71e2053"
1534,56.7583,192.168.1.10,142.251.223.110,QUIC,604,"Protected Payload (KP0), DCID=f108fb43b71e2053"
1535,56.758329,192.168.1.10,142.251.223.110,QUIC,502,"Protected Payload (KP0), DCID=f108fb43b71e2053"
1536,56.781669,142.251.223.110,192.168.1.10,QUIC,1292,"Initial, SCID=f108fb43b71e2053, PKN: 8, ACK, CRYPTO, PADDING"
1537,56.796088,142.251.223.110,192.168.1.10,QUIC,162,Protected Payload (KP0)
1538,56.796649,192.168.1.10,142.251.223.110,QUIC,75,"Protected Payload (KP0), DCID=f108fb43b71e2053"
1539,56.797184,142.251.223.110,192.168.1.10,QUIC,67,Protected Payload (KP0)
1540,56.797704,142.251.223.110,192.168.1.10,QUIC,67,Protected Payload (KP0)
1541,56.797704,142.251.223.110,192.168.1.10,QUIC,67,Protected Payload (KP0)
1542,56.824566,142.251.223.110,192.168.1.10,QUIC,72,Protected Payload (KP0)
1543,56.850424,192.168.1.10,142.251.43.100,QUIC,71,"Protected Payload (KP0), DCID=f49d3ff3cd611b35"
1544,56.850598,192.168.1.10,142.251.223.110,QUIC,76,"Protected Payload (KP0), DCID=f108fb43b71e2053"
1545,56.855061,192.168.1.10,3.233.158.26,TCP,55,[TCP Keep-Alive] 61969  >  443 [ACK] Seq=2153 Ack=3535 Win=65280 Len=1
1546,56.877145,3.233.158.26,192.168.1.10,TCP,66,[TCP Keep-Alive ACK] 443  >  59404 [ACK] Seq=4503 Ack=6800 Win=39936 Len=0 SLE=6799 SRE=6800
1547,56.906287,142.251.43.100,192.168.1.10,QUIC,68,Protected Payload (KP0)
1548,56.952215,142.251.223.110,192.168.1.10,QUIC,885,Protected Payload (KP0)
1549,56.956317,142.251.223.110,192.168.1.10,QUIC,304,Protected Payload (KP0)
1550,56.956642,192.168.1.10,142.251.223.110,QUIC,79,"Protected Payload (KP0), DCID=f108fb43b71e2053"
1551,57.006992,192.168.1.10,192.168.1.1,TCP,66,51823  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
1552,57.007191,192.168.1.10,192.168.1.1,TCP,66,53737  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
1553,57.009609,192.168.1.1,192.168.1.10,TCP,66,"53  >  51823 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
1554,57.009609,192.168.1.1,192.168.1.10,TCP,66,"53  >  53737 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
1555,57.009744,192.168.1.10,192.168.1.1,TCP,54,51823  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1556,57.009768,192.168.1.10,192.168.1.1,TCP,54,53737  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1557,57.00997,192.168.1.10,192.168.1.1,TCP,56,"51823  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1558]"
1558,57.010012,192.168.1.10,192.168.1.1,DNS,91,Standard query 0x79c4 A clients4.google.com
1559,57.010081,192.168.1.10,192.168.1.1,TCP,56,"53737  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1560]"
1560,57.010097,192.168.1.10,192.168.1.1,DNS,91,Standard query 0x2e16 HTTPS clients4.google.com
1561,57.01339,192.168.1.1,192.168.1.10,TCP,54,53  >  51823 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1562,57.01339,192.168.1.1,192.168.1.10,TCP,54,53  >  51823 [ACK] Seq=1 Ack=40 Win=29216 Len=0
1563,57.01339,192.168.1.1,192.168.1.10,TCP,54,53  >  53737 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1564,57.01339,192.168.1.1,192.168.1.10,TCP,54,53  >  53737 [ACK] Seq=1 Ack=40 Win=29216 Len=0
1565,57.020722,142.251.223.110,192.168.1.10,QUIC,66,Protected Payload (KP0)
1566,57.064599,192.168.1.10,192.168.1.1,TCP,66,50702  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM
1567,57.067143,192.168.1.1,192.168.1.10,TCP,66,"53  >  50702 [SYN, ACK] Seq=0 Ack=1 Win=29200 Len=0 MSS=1460 SACK_PERM WS=32"
1568,57.067281,192.168.1.10,192.168.1.1,TCP,54,50702  >  53 [ACK] Seq=1 Ack=1 Win=65280 Len=0
1569,57.067645,192.168.1.10,192.168.1.1,TCP,56,"50702  >  53 [PSH, ACK] Seq=1 Ack=1 Win=65280 Len=2 [TCP PDU reassembled in 1570]"
1570,57.067686,192.168.1.10,192.168.1.1,DNS,90,Standard query 0xba7d A csp.withgoogle.com
1571,57.069965,192.168.1.1,192.168.1.10,TCP,54,53  >  50702 [ACK] Seq=1 Ack=3 Win=29216 Len=0
1572,57.069965,192.168.1.1,192.168.1.10,TCP,54,53  >  50702 [ACK] Seq=1 Ack=39 Win=29216 Len=0
1573,57.106049,192.168.1.1,192.168.1.10,TCP,55,"53  >  54513 [PSH, ACK] Seq=1 Ack=39 Win=29216 Len=1 [TCP PDU reassembled in 1577]"
1574,57.111925,192.168.1.10,35.170.34.27,TCP,55,[TCP Keep-Alive] 62168  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1
1575,57.144385,3.233.158.26,192.168.1.10,TCP,66,[TCP Keep-Alive ACK] 443  >  61969 [ACK] Seq=3535 Ack=2154 Win=34304 Len=0 SLE=2153 SRE=2154
1576,57.159502,192.168.1.10,192.168.1.1,TCP,54,54513  >  53 [ACK] Seq=39 Ack=2 Win=65280 Len=0
1577,57.162423,192.168.1.1,192.168.1.10,DNS,107,Standard query response 0x9cca A csp.withgoogle.com A 172.217.27.177
1578,57.163051,192.168.1.10,192.168.1.1,TCP,54,"50702  >  53 [FIN, ACK] Seq=39 Ack=1 Win=65280 Len=0"
1579,57.163138,192.168.1.10,192.168.1.1,TCP,54,"54513  >  53 [FIN, ACK] Seq=39 Ack=55 Win=65280 Len=0"
1580,57.163761,192.168.1.10,172.217.27.177,QUIC,1292,"Initial, DCID=f43b0a2bb244a861, PKN: 1, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING"
1581,57.164032,192.168.1.10,172.217.27.177,QUIC,1292,"Initial, DCID=f43b0a2bb244a861, PKN: 2, PADDING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, PING, PING, PING, PING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
1582,57.1656,192.168.1.1,192.168.1.10,TCP,54,"53  >  54513 [FIN, ACK] Seq=55 Ack=40 Win=29216 Len=0"
1583,57.165727,192.168.1.10,192.168.1.1,TCP,54,54513  >  53 [ACK] Seq=40 Ack=56 Win=65280 Len=0
1584,57.203293,192.168.1.1,192.168.1.10,TCP,54,53  >  50702 [ACK] Seq=1 Ack=40 Win=29216 Len=0
1585,57.204869,172.217.27.177,192.168.1.10,QUIC,82,"Initial, SCID=f43b0a2bb244a861, PKN: 1, ACK"
1586,57.206649,172.217.27.177,192.168.1.10,QUIC,1292,"Initial, SCID=f43b0a2bb244a861, PKN: 2, ACK, PADDING"
1587,57.206649,172.217.27.177,192.168.1.10,QUIC,1292,"Initial, SCID=f43b0a2bb244a861, PKN: 3, CRYPTO, PADDING"
1588,57.206649,172.217.27.177,192.168.1.10,QUIC,1292,"Initial, SCID=f43b0a2bb244a861, PKN: 4, CRYPTO, PADDING"
1589,57.207296,192.168.1.10,172.217.27.177,QUIC,1292,"Initial, DCID=f43b0a2bb244a861, PKN: 3, ACK, PADDING"
1590,57.207573,172.217.27.177,192.168.1.10,QUIC,1292,"Handshake, SCID=f43b0a2bb244a861"
1591,57.207573,172.217.27.177,192.168.1.10,QUIC,1292,"Handshake, SCID=f43b0a2bb244a861"
1592,57.207573,172.217.27.177,192.168.1.10,QUIC,1292,"Handshake, SCID=f43b0a2bb244a861"
1593,57.207739,192.168.1.10,172.217.27.177,QUIC,81,"Handshake, DCID=f43b0a2bb244a861"
1594,57.216668,192.168.1.10,172.217.27.177,QUIC,82,"Handshake, DCID=f43b0a2bb244a861"
1595,57.247885,172.217.27.177,192.168.1.10,QUIC,263,Protected Payload (KP0)
1596,57.248664,192.168.1.10,172.217.27.177,QUIC,82,"Handshake, DCID=f43b0a2bb244a861"
1597,57.250764,192.168.1.10,172.217.27.177,QUIC,125,"Handshake, DCID=f43b0a2bb244a861"
1598,57.250946,192.168.1.10,172.217.27.177,QUIC,114,"Protected Payload (KP0), DCID=f43b0a2bb244a861"
1599,57.251335,192.168.1.10,172.217.27.177,QUIC,883,"Protected Payload (KP0), DCID=f43b0a2bb244a861"
1600,57.287072,172.217.27.177,192.168.1.10,QUIC,83,"Handshake, SCID=f43b0a2bb244a861"
1601,57.289695,172.217.27.177,192.168.1.10,QUIC,992,Protected Payload (KP0)
